15,11,136,2026-05-04 11:33:42.049344+00,2026-05-04 12:01:55.852496+00
15,16,60,2026-05-04 11:33:40.047182+00,2026-05-04 12:01:57.354059+00
12,8,25,2026-05-04 09:16:04.058611+00,2026-05-04 13:26:51.208311+00
15,13,97,2026-05-04 11:33:47.054439+00,2026-05-04 12:01:59.855719+00
18,9,8,2026-05-04 13:43:33.961006+00,2026-05-04 14:02:04.13422+00
25,9,8,2026-05-04 15:28:09.512158+00,2026-05-05 00:11:55.704758+00
34,12,8,2026-05-05 12:00:12.585047+00,2026-05-05 12:01:35.036628+00
40,10,80,2026-05-05 09:31:27.132232+00,2026-05-05 13:43:34.227138+00
18,6,21,2026-05-04 13:42:41.092027+00,2026-05-04 14:11:04.984439+00
27,6,28,2026-05-04 18:00:09.596948+00,2026-05-04 18:08:28.555869+00
17,9,138,2026-05-04 13:09:16.826338+00,2026-05-05 03:17:59.345832+00
25,18,153,2026-05-04 23:58:30.773702+00,2026-05-06 00:14:40.997649+00
25,3,16,2026-05-04 15:27:59.013192+00,2026-05-05 00:11:56.704752+00
26,10,17,2026-05-04 16:32:43.056725+00,2026-05-04 16:48:29.274792+00
41,5,171,2026-05-05 09:41:23.599011+00,2026-05-05 12:50:26.560274+00
25,5,16,2026-05-04 15:28:00.012523+00,2026-05-05 00:11:57.705283+00
48,7,52,2026-05-05 13:27:29.277963+00,2026-05-05 14:17:42.40567+00
25,6,10,2026-05-04 15:28:34.039159+00,2026-05-05 00:11:58.206111+00
30,8,284,2026-05-05 02:41:57.603654+00,2026-05-06 01:01:02.036625+00
23,3,159,2026-05-04 14:56:59.962119+00,2026-05-04 15:23:15.750364+00
48,5,74,2026-05-05 13:26:14.768365+00,2026-05-05 14:19:29.152845+00
12,16,3,2026-05-04 13:24:55.411339+00,2026-05-04 13:25:31.450845+00
12,17,2,2026-05-04 13:24:53.90951+00,2026-05-04 13:25:34.955942+00
25,1,31,2026-05-04 15:28:30.992699+00,2026-05-05 00:12:00.207715+00
39,15,605,2026-05-05 09:26:15.950277+00,2026-05-05 12:30:31.576287+00
63,2,3278,2026-05-05 16:41:54.809265+00,2026-05-06 01:04:44.251204+00
24,4,5,2026-05-04 14:52:41.763657+00,2026-05-04 14:53:16.291124+00
24,8,4,2026-05-04 14:52:41.763657+00,2026-05-04 14:53:16.291124+00
24,7,3,2026-05-04 14:52:45.084181+00,2026-05-04 14:53:18.792352+00
33,8,3,2026-05-05 03:11:43.976338+00,2026-05-05 03:15:46.232033+00
33,9,3,2026-05-05 03:11:54.042235+00,2026-05-05 03:15:48.232348+00
18,5,14,2026-05-04 13:43:38.464376+00,2026-05-04 14:11:17.278261+00
